post_title,town_name,postal_code,council_code,council_name,region_code,region_name
"Monsholt, 4653 Karise",Monsholt,4653,0320,Faxe,1085,"Region Sjælland"
"Ettrup, 7760 Hurup Thy",Ettrup,7760,0671,Struer,1082,"Region Midtjylland"
"Lysholm, 4690 Haslev",Lysholm,4690,0320,Faxe,1085,"Region Sjælland"
"Østerby Havn, 9940 Læsø","Østerby Havn",9940,0825,Læsø,1081,"Region Nordjylland"
"Byrum, 9940 Læsø",Byrum,9940,0825,Læsø,1081,"Region Nordjylland"
"Orup, 4640 Faxe",Orup,4640,0320,Faxe,1085,"Region Sjælland"
"Karise Ovdr, 4653 Karise","Karise Ovdr",4653,0320,Faxe,1085,"Region Sjælland"
"Abildhave, 7700 Thisted",Abildhave,7700,0787,Thisted,1081,"Region Nordjylland"
"Abildhave, 7741 Frøstrup",Abildhave,7741,0787,Thisted,1081,"Region Nordjylland"
"Sundby, 7700 Thisted",Sundby,7700,0787,Thisted,1081,"Region Nordjylland"
"Sundby, 7752 Snedsted",Sundby,7752,0787,Thisted,1081,"Region Nordjylland"
"Kjelstrup, 7700 Thisted",Kjelstrup,7700,0787,Thisted,1081,"Region Nordjylland"
"Lille Brande, 7260 Sønder Omme","Lille Brande",7260,0530,Billund,1083,"Region Syddanmark"
"Brændstoft, 6300 Gråsten",Brændstoft,6300,0540,Sønderborg,1083,"Region Syddanmark"
"Ertebjerg, 6470 Sydals",Ertebjerg,6470,0540,Sønderborg,1083,"Region Syddanmark"
"Havnbjergskov, 6430 Nordborg",Havnbjergskov,6430,0540,Sønderborg,1083,"Region Syddanmark"
"Fynshav, 6440 Augustenborg",Fynshav,6440,0540,Sønderborg,1083,"Region Syddanmark"
"Tørsbøl, 6300 Gråsten",Tørsbøl,6300,0540,Sønderborg,1083,"Region Syddanmark"
"Vetterslev, 4100 Ringsted",Vetterslev,4100,0259,Køge,1085,"Region Sjælland"
"Kløv, 7700 Thisted",Kløv,7700,0787,Thisted,1081,"Region Nordjylland"
"Busholm, 6310 Broager",Busholm,6310,0540,Sønderborg,1083,"Region Syddanmark"
"Majbøl, 6470 Sydals",Majbøl,6470,0540,Sønderborg,1083,"Region Syddanmark"
"Spails, 7755 Bedsted Thy",Spails,7755,0787,Thisted,1081,"Region Nordjylland"
"Stagstrup, 7752 Snedsted",Stagstrup,7752,0787,Thisted,1081,"Region Nordjylland"
"Hjortspring, 6430 Nordborg",Hjortspring,6430,0540,Sønderborg,1083,"Region Syddanmark"
"Lille Svenstrup, 4100 Ringsted","Lille Svenstrup",4100,0259,Køge,1085,"Region Sjælland"
"Tolstrup, 4100 Ringsted",Tolstrup,4100,0259,Køge,1085,"Region Sjælland"
"Asserballe, 6440 Augustenborg",Asserballe,6440,0540,Sønderborg,1083,"Region Syddanmark"
"Iller, 6310 Broager",Iller,6310,0540,Sønderborg,1083,"Region Syddanmark"
"Rindby Strand, 6720 Fanø","Rindby Strand",6720,0563,Fanø,1083,"Region Syddanmark"
"Klingbjerg, 6430 Nordborg",Klingbjerg,6430,0540,Sønderborg,1083,"Region Syddanmark"
"Faurholm, 6470 Sydals",Faurholm,6470,0540,Sønderborg,1083,"Region Syddanmark"
"Ragebøl, 6400 Sønderborg",Ragebøl,6400,0540,Sønderborg,1083,"Region Syddanmark"
"Øster Snogbæk, 6400 Sønderborg","Øster Snogbæk",6400,0540,Sønderborg,1083,"Region Syddanmark"
"Holballe, 6470 Sydals",Holballe,6470,0540,Sønderborg,1083,"Region Syddanmark"
"Nybøl, 6400 Sønderborg",Nybøl,6400,0540,Sønderborg,1083,"Region Syddanmark"
"Hejnsvig Mk, 7250 Hejnsvig","Hejnsvig Mk",7250,0530,Billund,1083,"Region Syddanmark"
"Billund, 7190 Billund",Billund,7190,0530,Billund,1083,"Region Syddanmark"
"Hf. Sundsmark, 6400 Sønderborg","Hf. Sundsmark",6400,0540,Sønderborg,1083,"Region Syddanmark"
"Sønderskov, 6400 Sønderborg",Sønderskov,6400,0540,Sønderborg,1083,"Region Syddanmark"
"Filskov, 7200 Grindsted",Filskov,7200,0530,Billund,1083,"Region Syddanmark"
"Vesterlund, 6430 Nordborg",Vesterlund,6430,0540,Sønderborg,1083,"Region Syddanmark"
"Ågerup, 4140 Borup",Ågerup,4140,0259,Køge,1085,"Region Sjælland"
"Grindsted By, 7200 Grindsted","Grindsted By",7200,0530,Billund,1083,"Region Syddanmark"
"Æblebjerg, 6470 Sydals",Æblebjerg,6470,0540,Sønderborg,1083,"Region Syddanmark"
"Tandslet, 6470 Sydals",Tandslet,6470,0540,Sønderborg,1083,"Region Syddanmark"
"Nypøl, 6470 Sydals",Nypøl,6470,0540,Sønderborg,1083,"Region Syddanmark"
"Giesegård, 4100 Ringsted",Giesegård,4100,0259,Køge,1085,"Region Sjælland"
"Mortenstrup, 4174 Jystrup Midtsj",Mortenstrup,4174,0259,Køge,1085,"Region Sjælland"
"Sødring, 8970 Havndal",Sødring,8970,0730,Randers,1082,"Region Midtjylland"
"Volstrup, 8920 Randers NV",Volstrup,8920,0730,Randers,1082,"Region Midtjylland"
"Kobæk, 4230 Skælskør",Kobæk,4230,0330,Slagelse,1085,"Region Sjælland"
"Hvidsten, 8981 Spentrup",Hvidsten,8981,0730,Randers,1082,"Region Midtjylland"
"Uggelhuse, 8960 Randers SØ",Uggelhuse,8960,0710,Favrskov,1082,"Region Midtjylland"
"Kjærgård Mrk, 6740 Bramming","Kjærgård Mrk",6740,0561,Esbjerg,1083,"Region Syddanmark"
"Drastrup, 8960 Randers SØ",Drastrup,8960,0710,Favrskov,1082,"Region Midtjylland"
"Fussingø, 8920 Randers NV",Fussingø,8920,0730,Randers,1082,"Region Midtjylland"
"Tammestrup Mark, 8960 Randers SØ","Tammestrup Mark",8960,0710,Favrskov,1082,"Region Midtjylland"
"Kammerslusen, 6760 Ribe",Kammerslusen,6760,0561,Esbjerg,1083,"Region Syddanmark"
"Roager, 6760 Ribe",Roager,6760,0561,Esbjerg,1083,"Region Syddanmark"
"Hørning Mark, 8960 Randers SØ","Hørning Mark",8960,0710,Favrskov,1082,"Region Midtjylland"
"Hessellund, 6690 Gørding",Hessellund,6690,0561,Esbjerg,1083,"Region Syddanmark"
"Vedskølle, 4230 Skælskør",Vedskølle,4230,0330,Slagelse,1085,"Region Sjælland"
"Vedbysønder, 4200 Slagelse",Vedbysønder,4200,0326,Kalundborg,1085,"Region Sjælland"
"Favrholt, 6760 Ribe",Favrholt,6760,0561,Esbjerg,1083,"Region Syddanmark"
"Lille Roager, 6760 Ribe","Lille Roager",6760,0561,Esbjerg,1083,"Region Syddanmark"
"Rønnesholm, 4200 Slagelse",Rønnesholm,4200,0326,Kalundborg,1085,"Region Sjælland"
"Lorup, 4180 Sorø",Lorup,4180,0329,Ringsted,1085,"Region Sjælland"
"Lorup, 4200 Slagelse",Lorup,4200,0326,Kalundborg,1085,"Region Sjælland"
"Næsby Strand, 4200 Slagelse","Næsby Strand",4200,0326,Kalundborg,1085,"Region Sjælland"
"Dronningborg, 8930 Randers NØ",Dronningborg,8930,0730,Randers,1082,"Region Midtjylland"
"Enderup, 6760 Ribe",Enderup,6760,0561,Esbjerg,1083,"Region Syddanmark"
"Tanderup, 6760 Ribe",Tanderup,6760,0561,Esbjerg,1083,"Region Syddanmark"
"Læsten, 8920 Randers NV",Læsten,8920,0730,Randers,1082,"Region Midtjylland"
"Magleby, 4230 Skælskør",Magleby,4230,0330,Slagelse,1085,"Region Sjælland"
"Drøsselbjerg, 4200 Slagelse",Drøsselbjerg,4200,0326,Kalundborg,1085,"Region Sjælland"
"Dysse, 8981 Spentrup",Dysse,8981,0730,Randers,1082,"Region Midtjylland"
"Hjerting, 6710 Esbjerg V",Hjerting,6710,0561,Esbjerg,1083,"Region Syddanmark"
"Randrup, 8981 Spentrup",Randrup,8981,0730,Randers,1082,"Region Midtjylland"
"Haveforening Scandia, 8930 Randers NØ","Haveforening Scandia",8930,0730,Randers,1082,"Region Midtjylland"
"Råby, 8970 Havndal",Råby,8970,0730,Randers,1082,"Region Midtjylland"
"Vemmelev, 4241 Vemmelev",Vemmelev,4241,0330,Slagelse,1085,"Region Sjælland"
"Stude, 4241 Vemmelev",Stude,4241,0330,Slagelse,1085,"Region Sjælland"
"Sibberup, 4230 Skælskør",Sibberup,4230,0330,Slagelse,1085,"Region Sjælland"
"Lindbjerg, 8930 Randers NØ",Lindbjerg,8930,0730,Randers,1082,"Region Midtjylland"
"Kåtrup, 8990 Fårup",Kåtrup,8990,0730,Randers,1082,"Region Midtjylland"
"Kåtrup, 9550 Mariager",Kåtrup,9550,0730,Randers,1082,"Region Midtjylland"
"Ll Valby, 4200 Slagelse","Ll Valby",4200,0326,Kalundborg,1085,"Region Sjælland"
"Nordruptange, 4190 Munke Bjergby",Nordruptange,4190,0330,Slagelse,1085,"Region Sjælland"
"Svinding, 8920 Randers NV",Svinding,8920,0730,Randers,1082,"Region Midtjylland"
"Værum, 8940 Randers SV",Værum,8940,0710,Favrskov,1082,"Region Midtjylland"
"Binderup, 8970 Havndal",Binderup,8970,0730,Randers,1082,"Region Midtjylland"
"Lund, 8960 Randers SØ",Lund,8960,0710,Favrskov,1082,"Region Midtjylland"
"Ammelhede, 8960 Randers SØ",Ammelhede,8960,0710,Favrskov,1082,"Region Midtjylland"
"Linde, 8981 Spentrup",Linde,8981,0730,Randers,1082,"Region Midtjylland"
"Moeskær Mark, 8960 Randers SØ","Moeskær Mark",8960,0710,Favrskov,1082,"Region Midtjylland"
"Nordruplund, 4190 Munke Bjergby",Nordruplund,4190,0330,Slagelse,1085,"Region Sjælland"
"Tinkerup, 3250 Gilleleje",Tinkerup,3250,0270,Gribskov,1084,"Region Hovedstaden"
"Str Børstrup, 3250 Gilleleje","Str Børstrup",3250,0270,Gribskov,1084,"Region Hovedstaden"
"Høgsted, 9760 Vrå",Høgsted,9760,0810,Brønderslev,1081,"Region Nordjylland"
"Høgsted, 9800 Hjørring",Høgsted,9800,0860,Hjørring,1081,"Region Nordjylland"
"Nakkehoved, 3120 Dronningmølle",Nakkehoved,3120,0270,Gribskov,1084,"Region Hovedstaden"
"Nakkehoved, 3250 Gilleleje",Nakkehoved,3250,0270,Gribskov,1084,"Region Hovedstaden"
"Astrup, 9800 Hjørring",Astrup,9800,0860,Hjørring,1081,"Region Nordjylland"
"Astrup, 9870 Sindal",Astrup,9870,0813,Frederikshavn,1081,"Region Nordjylland"
"Højrup,Horne, 9850 Hirtshals","Højrup,Horne",9850,0860,Hjørring,1081,"Region Nordjylland"
"Hammersholt, 3400 Hillerød",Hammersholt,3400,0201,Allerød,1084,"Region Hovedstaden"
"Gjurup, 9800 Hjørring",Gjurup,9800,0860,Hjørring,1081,"Region Nordjylland"
"Gunderup, 9760 Vrå",Gunderup,9760,0810,Brønderslev,1081,"Region Nordjylland"
"Gunderup, 9800 Hjørring",Gunderup,9800,0860,Hjørring,1081,"Region Nordjylland"
"Bendstrup, 3400 Hillerød",Bendstrup,3400,0201,Allerød,1084,"Region Hovedstaden"
"Ernebjerg, 5491 Blommenslyst",Ernebjerg,5491,0461,Odense,1083,"Region Syddanmark"
"Fraugdekærby, 5220 Odense SØ",Fraugdekærby,5220,0461,Odense,1083,"Region Syddanmark"
"Stige, 5270 Odense N",Stige,5270,0461,Odense,1083,"Region Syddanmark"
"Brændekilde, 5250 Odense SV",Brændekilde,5250,0461,Odense,1083,"Region Syddanmark"
"Brændekilde, 5491 Blommenslyst",Brændekilde,5491,0461,Odense,1083,"Region Syddanmark"
"Mosbjerg, 9870 Sindal",Mosbjerg,9870,0813,Frederikshavn,1081,"Region Nordjylland"
"Skøttrup, 9480 Løkken",Skøttrup,9480,0810,Brønderslev,1081,"Region Nordjylland"
"Vrensted, 9480 Løkken",Vrensted,9480,0810,Brønderslev,1081,"Region Nordjylland"
"Fraugde, 5220 Odense SØ",Fraugde,5220,0461,Odense,1083,"Region Syddanmark"
"Holmstrup, 4200 Slagelse",Holmstrup,4200,0326,Kalundborg,1085,"Region Sjælland"
"Tuen, 9881 Bindslev",Tuen,9881,0813,Frederikshavn,1081,"Region Nordjylland"
"Kalør, 5200 Odense V",Kalør,5200,0461,Odense,1083,"Region Syddanmark"
"Rubjerg, 9480 Løkken",Rubjerg,9480,0810,Brønderslev,1081,"Region Nordjylland"
"Lundby, 4230 Skælskør",Lundby,4230,0330,Slagelse,1085,"Region Sjælland"
"Fårdrup, 4200 Slagelse",Fårdrup,4200,0326,Kalundborg,1085,"Region Sjælland"
"Valbygård, 4200 Slagelse",Valbygård,4200,0326,Kalundborg,1085,"Region Sjælland"
"Blæsbjerg, 9870 Sindal",Blæsbjerg,9870,0813,Frederikshavn,1081,"Region Nordjylland"
"Tjæreby, 4220 Korsør",Tjæreby,4220,0330,Slagelse,1085,"Region Sjælland"
"Tjæreby, 4241 Vemmelev",Tjæreby,4241,0330,Slagelse,1085,"Region Sjælland"
"Nr Rubjerg, 9480 Løkken","Nr Rubjerg",9480,0810,Brønderslev,1081,"Region Nordjylland"
"Nr Rubjerg, 9800 Hjørring","Nr Rubjerg",9800,0860,Hjørring,1081,"Region Nordjylland"
"Tornby, 9850 Hirtshals",Tornby,9850,0860,Hjørring,1081,"Region Nordjylland"
"Dvergetved, 9870 Sindal",Dvergetved,9870,0813,Frederikshavn,1081,"Region Nordjylland"
"Dvergetved, 9900 Frederikshavn",Dvergetved,9900,0813,Frederikshavn,1081,"Region Nordjylland"
"Hyllerup, 4200 Slagelse",Hyllerup,4200,0326,Kalundborg,1085,"Region Sjælland"
"Asdal, 9850 Hirtshals",Asdal,9850,0860,Hjørring,1081,"Region Nordjylland"
"Furreby, 9480 Løkken",Furreby,9480,0810,Brønderslev,1081,"Region Nordjylland"
"Guldager, 9760 Vrå",Guldager,9760,0810,Brønderslev,1081,"Region Nordjylland"
"Guldager, 9800 Hjørring",Guldager,9800,0860,Hjørring,1081,"Region Nordjylland"
"Kirkendrup, 5270 Odense N",Kirkendrup,5270,0461,Odense,1083,"Region Syddanmark"
"Foldbjerg, 9760 Vrå",Foldbjerg,9760,0810,Brønderslev,1081,"Region Nordjylland"
"Vollerup, 9760 Vrå",Vollerup,9760,0810,Brønderslev,1081,"Region Nordjylland"
"Børglum, 9760 Vrå",Børglum,9760,0810,Brønderslev,1081,"Region Nordjylland"
"Fjelsted, 9800 Hjørring",Fjelsted,9800,0860,Hjørring,1081,"Region Nordjylland"
"Sdr Rubjerg, 9480 Løkken","Sdr Rubjerg",9480,0810,Brønderslev,1081,"Region Nordjylland"
"Lørslev, 9800 Hjørring",Lørslev,9800,0860,Hjørring,1081,"Region Nordjylland"
"Skt Klemens, 5260 Odense S","Skt Klemens",5260,0461,Odense,1083,"Region Syddanmark"
"Freersvang, 3400 Hillerød",Freersvang,3400,0201,Allerød,1084,"Region Hovedstaden"
"Sønder Strødam, 3400 Hillerød","Sønder Strødam",3400,0201,Allerød,1084,"Region Hovedstaden"
"Tjæreby, 3400 Hillerød",Tjæreby,3400,0201,Allerød,1084,"Region Hovedstaden"
"Hjallese, 5230 Odense M",Hjallese,5230,0461,Odense,1083,"Region Syddanmark"
"Hjallese, 5250 Odense SV",Hjallese,5250,0461,Odense,1083,"Region Syddanmark"
"Hjallese, 5260 Odense S",Hjallese,5260,0461,Odense,1083,"Region Syddanmark"
"Horne, 9850 Hirtshals",Horne,9850,0860,Hjørring,1081,"Region Nordjylland"
"Skovs Højrup, 5270 Odense N","Skovs Højrup",5270,0461,Odense,1083,"Region Syddanmark"
"Næsby, 5000 Odense C",Næsby,5000,0461,Odense,1083,"Region Syddanmark"
"Næsby, 5210 Odense NV",Næsby,5210,0461,Odense,1083,"Region Syddanmark"
"Næsby, 5270 Odense N",Næsby,5270,0461,Odense,1083,"Region Syddanmark"
"Stenløse, 5260 Odense S",Stenløse,5260,0461,Odense,1083,"Region Syddanmark"
"Fjendstrup, 4850 Stubbekøbing",Fjendstrup,4850,0376,Guldborgsund,1085,"Region Sjælland"
"Trampenbjerg, 8752 Østbirk",Trampenbjerg,8752,0615,Horsens,1082,"Region Midtjylland"
"Sdr Vissing, 8740 Brædstrup","Sdr Vissing",8740,0615,Horsens,1082,"Region Midtjylland"
"Ønslev, 4800 Nykøbing F",Ønslev,4800,0376,Guldborgsund,1085,"Region Sjælland"
"Ønslev, 4863 Eskilstrup",Ønslev,4863,0376,Guldborgsund,1085,"Region Sjælland"
"V Ulslev, 4894 Øster Ulslev","V Ulslev",4894,0360,Lolland,1085,"Region Sjælland"
"Stensballe, 8700 Horsens",Stensballe,8700,0615,Horsens,1082,"Region Midtjylland"
"Monbjerg, 8752 Østbirk",Monbjerg,8752,0615,Horsens,1082,"Region Midtjylland"
"Lundby, 4840 Nørre Alslev",Lundby,4840,0376,Guldborgsund,1085,"Region Sjælland"
"Lundby, 4863 Eskilstrup",Lundby,4863,0376,Guldborgsund,1085,"Region Sjælland"
"Horreby, 4800 Nykøbing F",Horreby,4800,0376,Guldborgsund,1085,"Region Sjælland"
"Tostenæs, 4792 Askeby",Tostenæs,4792,0390,Vordingborg,1085,"Region Sjælland"
"Lommelev, 4840 Nørre Alslev",Lommelev,4840,0376,Guldborgsund,1085,"Region Sjælland"
"Aastrup, 4850 Stubbekøbing",Aastrup,4850,0376,Guldborgsund,1085,"Region Sjælland"
"Tyrrestrup, 8700 Horsens",Tyrrestrup,8700,0615,Horsens,1082,"Region Midtjylland"
"Tjørnemark, 4780 Stege",Tjørnemark,4780,0390,Vordingborg,1085,"Region Sjælland"
"Sørup, 4894 Øster Ulslev",Sørup,4894,0360,Lolland,1085,"Region Sjælland"
"Skerne, 4840 Nørre Alslev",Skerne,4840,0376,Guldborgsund,1085,"Region Sjælland"
"Ovstrup, 4863 Eskilstrup",Ovstrup,4863,0376,Guldborgsund,1085,"Region Sjælland"
"Tingstedholm, 8751 Gedved",Tingstedholm,8751,0615,Horsens,1082,"Region Midtjylland"
"Rodemark, 4850 Stubbekøbing",Rodemark,4850,0376,Guldborgsund,1085,"Region Sjælland"
"Nørrestrand, 8700 Horsens",Nørrestrand,8700,0615,Horsens,1082,"Region Midtjylland"
"Tønning, 8740 Brædstrup",Tønning,8740,0615,Horsens,1082,"Region Midtjylland"
"Kraneled, 4791 Borre",Kraneled,4791,0390,Vordingborg,1085,"Region Sjælland"
"Neble, 4750 Lundby",Neble,4750,0370,Næstved,1085,"Region Sjælland"
"Ejby, 4070 Kirke Hyllinge",Ejby,4070,0350,Lejre,1085,"Region Sjælland"
"Eget, 4800 Nykøbing F",Eget,4800,0376,Guldborgsund,1085,"Region Sjælland"
"Handermelle, 4894 Øster Ulslev",Handermelle,4894,0360,Lolland,1085,"Region Sjælland"
"Hammersholm, 8700 Horsens",Hammersholm,8700,0615,Horsens,1082,"Region Midtjylland"
"Gammelstrup, 8740 Brædstrup",Gammelstrup,8740,0615,Horsens,1082,"Region Midtjylland"
"St Lind, 4780 Stege","St Lind",4780,0390,Vordingborg,1085,"Region Sjælland"
"Purup, 8752 Østbirk",Purup,8752,0615,Horsens,1082,"Region Midtjylland"
"Nr Frejlev, 4892 Kettinge","Nr Frejlev",4892,0376,Guldborgsund,1085,"Region Sjælland"
"Tunderup, 4800 Nykøbing F",Tunderup,4800,0376,Guldborgsund,1085,"Region Sjælland"
"Åes, 8700 Horsens",Åes,8700,0615,Horsens,1082,"Region Midtjylland"
"Åes, 8732 Hovedgård",Åes,8732,0615,Horsens,1082,"Region Midtjylland"
"Nr Frenderup, 4780 Stege","Nr Frenderup",4780,0390,Vordingborg,1085,"Region Sjælland"
"Balle, 4735 Mern",Balle,4735,0390,Vordingborg,1085,"Region Sjælland"
"Torpe, 4780 Stege",Torpe,4780,0390,Vordingborg,1085,"Region Sjælland"
"Jungshoved, 4720 Præstø",Jungshoved,4720,0390,Vordingborg,1085,"Region Sjælland"
"Herritslev, 4880 Nysted",Herritslev,4880,0376,Guldborgsund,1085,"Region Sjælland"
"Vestenbæk, 4773 Stensved",Vestenbæk,4773,0390,Vordingborg,1085,"Region Sjælland"
"Nyborre, 4791 Borre",Nyborre,4791,0390,Vordingborg,1085,"Region Sjælland"
"Ullemark, 4780 Stege",Ullemark,4780,0390,Vordingborg,1085,"Region Sjælland"
"Stege, 4780 Stege",Stege,4780,0390,Vordingborg,1085,"Region Sjælland"
"Elbæk, 8700 Horsens",Elbæk,8700,0615,Horsens,1082,"Region Midtjylland"
"Maglebrænde, 4850 Stubbekøbing",Maglebrænde,4850,0376,Guldborgsund,1085,"Region Sjælland"
"Hjelm, 4990 Sakskøbing",Hjelm,4990,0376,Guldborgsund,1085,"Region Sjælland"
"Skullerup, 4330 Hvalsø",Skullerup,4330,0316,Holbæk,1085,"Region Sjælland"
"Ørnhøj, 6973 Ørnhøj",Ørnhøj,6973,0657,Herning,1082,"Region Midtjylland"
"Karstoft, 6933 Kibæk",Karstoft,6933,0657,Herning,1082,"Region Midtjylland"
"Karstoft, 7330 Brande",Karstoft,7330,0630,Vejle,1083,"Region Syddanmark"
"Troldhede, 6933 Kibæk",Troldhede,6933,0657,Herning,1082,"Region Midtjylland"
"Troldhede, 7280 Sønder Felding",Troldhede,7280,0657,Herning,1082,"Region Midtjylland"
"Foldby, 8382 Hinnerup",Foldby,8382,0710,Favrskov,1082,"Region Midtjylland"
"Rosenlund, 8870 Langå",Rosenlund,8870,0710,Favrskov,1082,"Region Midtjylland"
"Gødstrup, 7400 Herning",Gødstrup,7400,0657,Herning,1082,"Region Midtjylland"
"Stavlund, 7540 Haderup",Stavlund,7540,0657,Herning,1082,"Region Midtjylland"
"Aastrup, 4060 Kirke Såby",Aastrup,4060,0350,Lejre,1085,"Region Sjælland"
"Aastrup, 4340 Tølløse",Aastrup,4340,0316,Holbæk,1085,"Region Sjælland"
"Nysted, 8881 Thorsø",Nysted,8881,0710,Favrskov,1082,"Region Midtjylland"
"Bregnetved, 4320 Lejre",Bregnetved,4320,0259,Køge,1085,"Region Sjælland"
"Ravning, 6760 Ribe",Ravning,6760,0561,Esbjerg,1083,"Region Syddanmark"
"Grølsted, 8881 Thorsø",Grølsted,8881,0710,Favrskov,1082,"Region Midtjylland"
"Lyndby, 4060 Kirke Såby",Lyndby,4060,0350,Lejre,1085,"Region Sjælland"
"Lyndby, 4070 Kirke Hyllinge",Lyndby,4070,0350,Lejre,1085,"Region Sjælland"
"Gøderup, 4000 Roskilde",Gøderup,4000,0169,Høje-Taastrup,1084,"Region Hovedstaden"
"Gøderup, 4621 Gadstrup",Gøderup,4621,0265,Roskilde,1085,"Region Sjælland"
"Rebelsig, 6740 Bramming",Rebelsig,6740,0561,Esbjerg,1083,"Region Syddanmark"
"Vester Vedsted, 6760 Ribe","Vester Vedsted",6760,0561,Esbjerg,1083,"Region Syddanmark"
"Fjelstervang, 6933 Kibæk",Fjelstervang,6933,0657,Herning,1082,"Region Midtjylland"
"Langskov, 8370 Hadsten",Langskov,8370,0710,Favrskov,1082,"Region Midtjylland"
"Studsgård, 7400 Herning",Studsgård,7400,0657,Herning,1082,"Region Midtjylland"
"Opsneum, 6731 Tjæreborg",Opsneum,6731,0561,Esbjerg,1083,"Region Syddanmark"
"Ll Darum, 6740 Bramming","Ll Darum",6740,0561,Esbjerg,1083,"Region Syddanmark"
"Grimstrup, 6818 Årre",Grimstrup,6818,0561,Esbjerg,1083,"Region Syddanmark"
"Hadbjerg, 8370 Hadsten",Hadbjerg,8370,0710,Favrskov,1082,"Region Midtjylland"
"Lerbjerg, 8370 Hadsten",Lerbjerg,8370,0710,Favrskov,1082,"Region Midtjylland"
"Lerbjerg, 8870 Langå",Lerbjerg,8870,0710,Favrskov,1082,"Region Midtjylland"
"Bramstrup, 8370 Hadsten",Bramstrup,8370,0710,Favrskov,1082,"Region Midtjylland"
"Bjerndrup, 6690 Gørding",Bjerndrup,6690,0561,Esbjerg,1083,"Region Syddanmark"
"Vibæk, 6740 Bramming",Vibæk,6740,0561,Esbjerg,1083,"Region Syddanmark"
"Allerup, 6731 Tjæreborg",Allerup,6731,0561,Esbjerg,1083,"Region Syddanmark"
"Sjelborg, 6710 Esbjerg V",Sjelborg,6710,0561,Esbjerg,1083,"Region Syddanmark"
"Varming, 6760 Ribe",Varming,6760,0561,Esbjerg,1083,"Region Syddanmark"
"Nielstrup, 8370 Hadsten",Nielstrup,8370,0710,Favrskov,1082,"Region Midtjylland"
"Ørre, 7400 Herning",Ørre,7400,0657,Herning,1082,"Region Midtjylland"
"Svejstrup, 8370 Hadsten",Svejstrup,8370,0710,Favrskov,1082,"Region Midtjylland"
"Snepsgårde, 6760 Ribe",Snepsgårde,6760,0561,Esbjerg,1083,"Region Syddanmark"
"Solbjerg, 6731 Tjæreborg",Solbjerg,6731,0561,Esbjerg,1083,"Region Syddanmark"
"Åvang, 4320 Lejre",Åvang,4320,0259,Køge,1085,"Region Sjælland"
"Kirke Hyllinge, 4070 Kirke Hyllinge","Kirke Hyllinge",4070,0350,Lejre,1085,"Region Sjælland"
"Vistorp, 7451 Sunds",Vistorp,7451,0657,Herning,1082,"Region Midtjylland"
"Vistorp, 7540 Haderup",Vistorp,7540,0657,Herning,1082,"Region Midtjylland"
"Hinnerup, 8382 Hinnerup",Hinnerup,8382,0710,Favrskov,1082,"Region Midtjylland"
"Kirke Sonnerup, 4060 Kirke Såby","Kirke Sonnerup",4060,0350,Lejre,1085,"Region Sjælland"
"Bryllegaard, 5690 Tommerup",Bryllegaard,5690,0420,Assens,1083,"Region Syddanmark"
"Truelsmose, 5631 Ebberup",Truelsmose,5631,0420,Assens,1083,"Region Syddanmark"
"Søbjerg, 5683 Haarby",Søbjerg,5683,0420,Assens,1083,"Region Syddanmark"
"Skydebjerg, 5560 Aarup",Skydebjerg,5560,0410,Middelfart,1083,"Region Syddanmark"
"Basselund, 5620 Glamsbjerg",Basselund,5620,0420,Assens,1083,"Region Syddanmark"
"Syvsten, 9300 Sæby",Syvsten,9300,0813,Frederikshavn,1081,"Region Nordjylland"
"Hjeds, 9541 Suldrup",Hjeds,9541,0820,Vesthimmerlands,1081,"Region Nordjylland"
"Borup, 9530 Støvring",Borup,9530,0840,Rebild,1081,"Region Nordjylland"
"Badskær, 9352 Dybvad",Badskær,9352,0810,Brønderslev,1081,"Region Nordjylland"
"Torsted, 9520 Skørping",Torsted,9520,0840,Rebild,1081,"Region Nordjylland"
"Torsted, 9541 Suldrup",Torsted,9541,0820,Vesthimmerlands,1081,"Region Nordjylland"
"Rebstrup, 9541 Suldrup",Rebstrup,9541,0820,Vesthimmerlands,1081,"Region Nordjylland"
"Sø Søby, 5610 Assens","Sø Søby",5610,0410,Middelfart,1083,"Region Syddanmark"
"Ø Holmen, 9900 Frederikshavn","Ø Holmen",9900,0813,Frederikshavn,1081,"Region Nordjylland"
"Kgs Tisted, 9610 Nørager","Kgs Tisted",9610,0820,Vesthimmerlands,1081,"Region Nordjylland"
"Højris Mølle, 9240 Nibe","Højris Mølle",9240,0820,Vesthimmerlands,1081,"Region Nordjylland"
"Egerup Mark, 5610 Assens","Egerup Mark",5610,0410,Middelfart,1083,"Region Syddanmark"
"Øksenhede, 9300 Sæby",Øksenhede,9300,0813,Frederikshavn,1081,"Region Nordjylland"
"Himmerig, 9981 Jerup",Himmerig,9981,0813,Frederikshavn,1081,"Region Nordjylland"
"Lyngså, 9300 Sæby",Lyngså,9300,0813,Frederikshavn,1081,"Region Nordjylland"
"Sulbæk, 9300 Sæby",Sulbæk,9300,0813,Frederikshavn,1081,"Region Nordjylland"
"Sulbæk, 9900 Frederikshavn",Sulbæk,9900,0813,Frederikshavn,1081,"Region Nordjylland"
"Kirketerp, 9240 Nibe",Kirketerp,9240,0820,Vesthimmerlands,1081,"Region Nordjylland"
